lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01020495,E02004271,E06000059,E12000009,-2.745,50.812,1526
E01020496,E02004271,E06000059,E12000009,-2.735,50.8095,1643
E01020497,E02004270,E06000059,E12000009,-2.5829,50.926,1929
E01020498,E02004274,E06000059,E12000009,-2.7402,50.7449,2018
E01020499,E02004274,E06000059,E12000009,-2.7628,50.74,1305
E01020500,E02004274,E06000059,E12000009,-2.7581,50.7356,1635
E01020501,E02004274,E06000059,E12000009,-2.7468,50.7402,1375
E01020502,E02004276,E06000059,E12000009,-2.7631,50.7298,1800
E01020503,E02004276,E06000059,E12000009,-2.7579,50.7325,1678
E01020504,E02004276,E06000059,E12000009,-2.7544,50.721,2153
E01020505,E02004279,E06000059,E12000009,-2.3838,50.6803,1957
E01020506,E02004271,E06000059,E12000009,-2.8039,50.8219,1798
E01020507,E02004275,E06000059,E12000009,-2.72,50.706,1795
E01020508,E02004270,E06000059,E12000009,-2.4978,50.9073,2170
E01020509,E02004272,E06000059,E12000009,-2.4573,50.755,2894
E01020510,E02004272,E06000059,E12000009,-2.4566,50.7353,2474
E01020511,E02004273,E06000059,E12000009,-2.9026,50.7386,1701
E01020512,E02004280,E06000059,E12000009,-2.5705,50.6712,2109
E01020513,E02004280,E06000059,E12000009,-2.5037,50.6234,1661
E01020514,E02004280,E06000059,E12000009,-2.4961,50.6223,2074
E01020515,E02004280,E06000059,E12000009,-2.4982,50.6171,1173
E01020516,E02004280,E06000059,E12000009,-2.4873,50.6097,1582
E01020517,E02004275,E06000059,E12000009,-2.7941,50.7317,1819
E01020518,E02004278,E06000059,E12000009,-2.4265,50.7137,1698
E01020519,E02004278,E06000059,E12000009,-2.429,50.71,1755
E01020520,E02004278,E06000059,E12000009,-2.4226,50.7081,1512
E01020523,E02004278,E06000059,E12000009,-2.4355,50.708,1240
E01020524,E02004278,E06000059,E12000009,-2.4497,50.7031,1461
E01020525,E02004278,E06000059,E12000009,-2.4355,50.7032,1267
E01020526,E02007007,E06000059,E12000009,-2.449,50.7077,1280
E01020527,E02007007,E06000059,E12000009,-2.4468,50.7105,1475
E01020528,E02007007,E06000059,E12000009,-2.4577,50.7116,2439
E01020529,E02004272,E06000059,E12000009,-2.53,50.7653,2303
E01020530,E02004271,E06000059,E12000009,-2.6431,50.8586,1896
E01020531,E02004275,E06000059,E12000009,-2.7149,50.7431,1668
E01020532,E02004273,E06000059,E12000009,-2.9423,50.7264,1517
E01020533,E02004273,E06000059,E12000009,-2.9357,50.731,2061
E01020534,E02004271,E06000059,E12000009,-2.5734,50.7778,2160
E01020535,E02004273,E06000059,E12000009,-2.8722,50.794,1752
E01020536,E02004275,E06000059,E12000009,-2.7651,50.7626,2330
E01020537,E02004279,E06000059,E12000009,-2.3383,50.6744,2136
E01020538,E02004279,E06000059,E12000009,-2.3322,50.6978,1909
E01020539,E02004272,E06000059,E12000009,-2.4181,50.806,2085
E01020540,E02004272,E06000059,E12000009,-2.3435,50.7489,2624
E01020541,E02004270,E06000059,E12000009,-2.5406,50.9569,2185
E01020542,E02004269,E06000059,E12000009,-2.5084,50.9531,1374
E01020543,E02004269,E06000059,E12000009,-2.5154,50.9557,1444
E01020544,E02004269,E06000059,E12000009,-2.515,50.9509,1612
E01020546,E02004269,E06000059,E12000009,-2.5179,50.9468,1488
E01020547,E02004269,E06000059,E12000009,-2.5314,50.9417,1101
E01020549,E02004279,E06000059,E12000009,-2.501,50.6985,2154
E01020550,E02004270,E06000059,E12000009,-2.5801,50.8944,1797
E01020551,E02004281,E06000059,E12000009,-2.4491,50.6454,2324
E01020552,E02004281,E06000059,E12000009,-2.4529,50.6456,1776
E01020553,E02004284,E06000059,E12000009,-2.4546,50.6197,1478
E01020554,E02004284,E06000059,E12000009,-2.4546,50.6119,1780
E01020555,E02004284,E06000059,E12000009,-2.4544,50.6174,1447
E01020556,E02004284,E06000059,E12000009,-2.4538,50.6218,1584
E01020557,E02004282,E06000059,E12000009,-2.4364,50.6366,1559
E01020558,E02004282,E06000059,E12000009,-2.4212,50.6474,1739
E01020559,E02004282,E06000059,E12000009,-2.4313,50.6438,1792
E01020560,E02004282,E06000059,E12000009,-2.4542,50.6282,1821
E01020561,E02004282,E06000059,E12000009,-2.4581,50.6257,1950
E01020562,E02004289,E06000059,E12000009,-2.4368,50.5449,2222
E01020563,E02004288,E06000059,E12000009,-2.4254,50.5501,1553
E01020564,E02004289,E06000059,E12000009,-2.4491,50.5417,1621
E01020565,E02004289,E06000059,E12000009,-2.4421,50.5415,1479
E01020566,E02004289,E06000059,E12000009,-2.4464,50.5321,2078
E01020569,E02004288,E06000059,E12000009,-2.4434,50.5643,1736
E01020570,E02004281,E06000059,E12000009,-2.4704,50.6556,1526
E01020571,E02004281,E06000059,E12000009,-2.466,50.6508,2133
E01020572,E02004285,E06000059,E12000009,-2.467,50.6118,1949
E01020573,E02004285,E06000059,E12000009,-2.4632,50.6104,1787
E01020574,E02004283,E06000059,E12000009,-2.4678,50.616,1906
E01020575,E02004283,E06000059,E12000009,-2.4752,50.6136,1823
E01020576,E02004283,E06000059,E12000009,-2.4762,50.6241,1698
E01020577,E02004285,E06000059,E12000009,-2.4749,50.6082,1957
E01020578,E02004285,E06000059,E12000009,-2.4831,50.6089,2048
E01020579,E02004283,E06000059,E12000009,-2.4692,50.6376,2191
E01020580,E02004283,E06000059,E12000009,-2.4672,50.6312,1476
E01020581,E02004284,E06000059,E12000009,-2.455,50.6036,1750
E01020582,E02004284,E06000059,E12000009,-2.4591,50.6054,1473
E01020583,E02004286,E06000059,E12000009,-2.464,50.5992,1879
E01020584,E02004286,E06000059,E12000009,-2.4667,50.605,1684
E01020585,E02004286,E06000059,E12000009,-2.468,50.5937,1524
E01020586,E02004287,E06000059,E12000009,-2.477,50.5924,1212
E01020587,E02004287,E06000059,E12000009,-2.4718,50.5886,1468
E01020588,E02004287,E06000059,E12000009,-2.4752,50.5965,1484
E01020589,E02004287,E06000059,E12000009,-2.4819,50.5982,1410
E01020590,E02004295,E06000047,E12000001,-1.5159,54.8502,1309
E01020591,E02004295,E06000047,E12000001,-1.5165,54.8543,1441
E01020592,E02004293,E06000047,E12000001,-1.5849,54.8563,1474
E01020593,E02004293,E06000047,E12000001,-1.5781,54.8548,1240
E01020594,E02004294,E06000047,E12000001,-1.5743,54.85,1501
E01020595,E02004294,E06000047,E12000001,-1.5684,54.8505,1681
E01020596,E02004292,E06000047,E12000001,-1.5817,54.8646,1535
E01020597,E02004292,E06000047,E12000001,-1.5875,54.8625,1413
E01020598,E02004292,E06000047,E12000001,-1.5734,54.8627,1648
E01020599,E02004293,E06000047,E12000001,-1.5843,54.8494,1721
E01020600,E02004294,E06000047,E12000001,-1.5826,54.8468,1467
E01020601,E02004293,E06000047,E12000001,-1.595,54.8552,1460
E01020602,E02004293,E06000047,E12000001,-1.5896,54.8536,1932
E01020603,E02004294,E06000047,E12000001,-1.5953,54.845,1651
E01020604,E02004296,E06000047,E12000001,-1.6083,54.8425,1431
E01020605,E02004294,E06000047,E12000001,-1.597,54.849,1593
E01020606,E02004291,E06000047,E12000001,-1.6387,54.8651,1344
E01020607,E02004296,E06000047,E12000001,-1.6016,54.8234,1956
E01020608,E02004295,E06000047,E12000001,-1.5257,54.8447,1857
E01020609,E02004295,E06000047,E12000001,-1.5452,54.8403,1328
E01020610,E02004295,E06000047,E12000001,-1.5428,54.8354,1408
E01020611,E02004292,E06000047,E12000001,-1.5698,54.8771,1894
E01020612,E02004292,E06000047,E12000001,-1.5738,54.8687,1532
E01020613,E02004290,E06000047,E12000001,-1.5966,54.8868,1296
E01020614,E02004290,E06000047,E12000001,-1.5994,54.8841,1397
E01020615,E02004291,E06000047,E12000001,-1.6016,54.8758,1674
E01020616,E02004291,E06000047,E12000001,-1.6082,54.8721,1631
E01020617,E02004291,E06000047,E12000001,-1.6195,54.8681,2530
E01020618,E02004293,E06000047,E12000001,-1.6078,54.8572,2051
E01020619,E02004296,E06000047,E12000001,-1.6281,54.8172,1550
E01020620,E02004296,E06000047,E12000001,-1.631,54.8226,1566
E01020621,E02004296,E06000047,E12000001,-1.6218,54.8191,2107
E01020622,E02004290,E06000047,E12000001,-1.6143,54.8837,1536
E01020623,E02004290,E06000047,E12000001,-1.6092,54.8863,1412
E01020624,E02004302,E06000047,E12000001,-1.7262,54.8591,1718
E01020625,E02004302,E06000047,E12000001,-1.7399,54.857,1657
E01020626,E02004300,E06000047,E12000001,-1.7401,54.8599,1453
E01020627,E02004298,E06000047,E12000001,-1.8554,54.8647,1496
E01020628,E02004298,E06000047,E12000001,-1.8526,54.8705,1840
E01020629,E02004298,E06000047,E12000001,-1.8482,54.8657,1846
E01020630,E02004305,E06000047,E12000001,-1.8607,54.8611,1377
E01020631,E02004305,E06000047,E12000001,-1.8527,54.8589,1567
E01020632,E02004303,E06000047,E12000001,-1.8438,54.8609,1709
E01020633,E02004306,E06000047,E12000001,-1.7079,54.8262,1630
E01020634,E02004297,E06000047,E12000001,-1.7328,54.9062,1600
E01020635,E02004297,E06000047,E12000001,-1.7222,54.9063,1307
E01020636,E02004297,E06000047,E12000001,-1.7426,54.9039,1701
E01020637,E02004305,E06000047,E12000001,-1.8759,54.8337,1644
E01020638,E02004300,E06000047,E12000001,-1.7438,54.8634,1533
E01020639,E02004300,E06000047,E12000001,-1.7452,54.8656,1645
E01020640,E02004303,E06000047,E12000001,-1.8299,54.8493,2230
E01020641,E02004303,E06000047,E12000001,-1.8258,54.8561,2181
E01020642,E02004303,E06000047,E12000001,-1.8326,54.8603,1339
E01020643,E02004303,E06000047,E12000001,-1.837,54.8541,2061
E01020645,E02004305,E06000047,E12000001,-1.8691,54.8384,1548
E01020646,E02004307,E06000047,E12000001,-1.7165,54.7764,1652
E01020647,E02004301,E06000047,E12000001,-1.6832,54.8648,2053
E01020648,E02004301,E06000047,E12000001,-1.6892,54.8599,2808
E01020649,E02004301,E06000047,E12000001,-1.6704,54.8537,1650
E01020650,E02004304,E06000047,E12000001,-1.8199,54.8427,2369
E01020651,E02004304,E06000047,E12000001,-1.8131,54.8404,1714
E01020652,E02004304,E06000047,E12000001,-1.8209,54.8467,2016
E01020653,E02004300,E06000047,E12000001,-1.7626,54.8757,1435
E01020654,E02004297,E06000047,E12000001,-1.7486,54.884,1863
E01020655,E02004298,E06000047,E12000001,-1.8155,54.9011,1992
E01020656,E02004298,E06000047,E12000001,-1.8393,54.8904,1435
E01020657,E02004298,E06000047,E12000001,-1.8285,54.8779,1479
E01020658,E02004307,E06000047,E12000001,-1.668,54.7983,1871
E01020659,E02004307,E06000047,E12000001,-1.6753,54.798,1282
E01020660,E02004307,E06000047,E12000001,-1.6866,54.7978,1624
E01020661,E02004299,E06000047,E12000001,-1.6968,54.8733,1821
E01020662,E02004299,E06000047,E12000001,-1.6887,54.876,1691
E01020663,E02004299,E06000047,E12000001,-1.684,54.878,1863
E01020664,E02004306,E06000047,E12000001,-1.7458,54.8223,1619
E01020665,E02004306,E06000047,E12000001,-1.737,54.82,1408
E01020666,E02004306,E06000047,E12000001,-1.7496,54.8221,1381
E01020667,E02004303,E06000047,E12000001,-1.8119,54.8659,1587
E01020668,E02004304,E06000047,E12000001,-1.8053,54.8588,1437
E01020669,E02004304,E06000047,E12000001,-1.8019,54.8601,1459
E01020670,E02004302,E06000047,E12000001,-1.7054,54.8653,1540
E01020671,E02004302,E06000047,E12000001,-1.708,54.862,1238
E01020672,E02004302,E06000047,E12000001,-1.7068,54.8573,1604
E01020673,E02004301,E06000047,E12000001,-1.6949,54.8646,1508
E01020674,E02004299,E06000047,E12000001,-1.676,54.8707,1564
E01020675,E02004301,E06000047,E12000001,-1.6914,54.8682,1718
E01020676,E02004297,E06000047,E12000001,-1.7247,54.8866,1430
E01020677,E02004300,E06000047,E12000001,-1.7175,54.8824,1522
E01020678,E02004299,E06000047,E12000001,-1.7118,54.8776,1263
E01020679,E02004310,E06000047,E12000001,-1.6351,54.7844,1518
E01020680,E02004310,E06000047,E12000001,-1.6349,54.8051,1632
E01020681,E02004310,E06000047,E12000001,-1.6335,54.8102,1535
E01020682,E02004312,E06000047,E12000001,-1.5258,54.7825,1806
E01020683,E02004312,E06000047,E12000001,-1.5214,54.7861,1571
E01020685,E02004317,E06000047,E12000001,-1.6261,54.7484,1599
E01020686,E02004317,E06000047,E12000001,-1.6331,54.7505,1316
E01020687,E02004317,E06000047,E12000001,-1.6425,54.7467,1294
E01020688,E02004317,E06000047,E12000001,-1.6391,54.7521,1432
E01020689,E02004317,E06000047,E12000001,-1.6257,54.7557,1561
E01020690,E02004312,E06000047,E12000001,-1.5235,54.7916,1294
E01020691,E02004312,E06000047,E12000001,-1.5257,54.7887,1297
E01020692,E02004312,E06000047,E12000001,-1.5463,54.7852,1456
E01020693,E02004313,E06000047,E12000001,-1.5437,54.7805,1366
E01020694,E02004318,E06000047,E12000001,-1.5253,54.74,1516
E01020695,E02004319,E06000047,E12000001,-1.5168,54.7391,2275
E01020696,E02004318,E06000047,E12000001,-1.5769,54.727,1212
E01020697,E02004318,E06000047,E12000001,-1.5234,54.7346,1590
E01020698,E02004319,E06000047,E12000001,-1.5047,54.7123,1591
E01020699,E02004319,E06000047,E12000001,-1.4954,54.7178,1428
E01020700,E02004319,E06000047,E12000001,-1.4738,54.7223,1529
E01020701,E02004319,E06000047,E12000001,-1.5031,54.7176,1344
E01020702,E02004315,E06000047,E12000001,-1.5891,54.7836,2946
E01020703,E02004314,E06000047,E12000001,-1.584,54.7764,2848
E01020704,E02004315,E06000047,E12000001,-1.5876,54.7739,1874
E01020705,E02004316,E06000047,E12000001,-1.7085,54.7702,1673
E01020706,E02004316,E06000047,E12000001,-1.704,54.7704,1906
E01020708,E02004309,E06000047,E12000001,-1.5917,54.7935,1240
E01020709,E02004308,E06000047,E12000001,-1.558,54.8059,2527
E01020710,E02004309,E06000047,E12000001,-1.5896,54.8022,1736
E01020711,E02004309,E06000047,E12000001,-1.5854,54.7942,1863
E01020712,E02004315,E06000047,E12000001,-1.5958,54.7747,1790
E01020714,E02004310,E06000047,E12000001,-1.6302,54.7736,1504
E01020716,E02004310,E06000047,E12000001,-1.6376,54.7784,1662
E01020717,E02004308,E06000047,E12000001,-1.5669,54.803,1555
E01020718,E02004308,E06000047,E12000001,-1.5749,54.8014,1342
E01020719,E02004308,E06000047,E12000001,-1.5672,54.7986,1217
E01020720,E02004309,E06000047,E12000001,-1.5753,54.7964,1405
E01020721,E02004308,E06000047,E12000001,-1.5694,54.7948,1110
E01020722,E02004313,E06000047,E12000001,-1.5539,54.7817,2027
E01020723,E02004313,E06000047,E12000001,-1.5541,54.7791,1686
E01020724,E02004313,E06000047,E12000001,-1.5452,54.7752,1725
E01020725,E02004311,E06000047,E12000001,-1.4895,54.7911,1470
E01020726,E02004311,E06000047,E12000001,-1.5016,54.814,1127
E01020727,E02004311,E06000047,E12000001,-1.5075,54.8135,1237
E01020729,E02004311,E06000047,E12000001,-1.4746,54.7721,2180
E01020730,E02004311,E06000047,E12000001,-1.5053,54.7774,1670
E01020731,E02004311,E06000047,E12000001,-1.5067,54.7744,1506
E01020732,E02004318,E06000047,E12000001,-1.5377,54.7525,2404
E01020733,E02004328,E06000047,E12000001,-1.3454,54.7651,1095
E01020734,E02004328,E06000047,E12000001,-1.3539,54.7669,1201
E01020735,E02004328,E06000047,E12000001,-1.3485,54.7687,1433
E01020737,E02004330,E06000047,E12000001,-1.2953,54.7487,1452
E01020739,E02004330,E06000047,E12000001,-1.2914,54.7483,1164
E01020740,E02004321,E06000047,E12000001,-1.34,54.8335,1368
E01020741,E02004321,E06000047,E12000001,-1.333,54.8321,1090
E01020742,E02004321,E06000047,E12000001,-1.3327,54.8289,1719
E01020743,E02004322,E06000047,E12000001,-1.3449,54.8269,1851
E01020744,E02004330,E06000047,E12000001,-1.3211,54.7562,1178
E01020745,E02004325,E06000047,E12000001,-1.3271,54.7586,1303
E01020746,E02004329,E06000047,E12000001,-1.3298,54.7543,1080
E01020747,E02004322,E06000047,E12000001,-1.3594,54.8356,1198
E01020748,E02004322,E06000047,E12000001,-1.3644,54.8352,1228
E01020749,E02004322,E06000047,E12000001,-1.3533,54.8347,1309
E01020750,E02004320,E06000047,E12000001,-1.367,54.8311,1059
E01020751,E02004324,E06000047,E12000001,-1.334,54.7901,1620
E01020752,E02004324,E06000047,E12000001,-1.3223,54.7876,1142
E01020753,E02004325,E06000047,E12000001,-1.3367,54.7857,1901
E01020754,E02004324,E06000047,E12000001,-1.3508,54.7873,1419
E01020756,E02004324,E06000047,E12000001,-1.3539,54.7842,1662
E01020757,E02004325,E06000047,E12000001,-1.3368,54.7643,1236
E01020758,E02004325,E06000047,E12000001,-1.3294,54.7628,1424
E01020759,E02004325,E06000047,E12000001,-1.3382,54.7684,1606
E01020760,E02004326,E06000047,E12000001,-1.3952,54.764,1995
E01020761,E02004326,E06000047,E12000001,-1.3832,54.7606,1602
E01020762,E02004326,E06000047,E12000001,-1.3892,54.7576,1379
E01020763,E02004326,E06000047,E12000001,-1.4172,54.7819,1837
E01020764,E02004327,E06000047,E12000001,-1.3187,54.7652,1129
E01020765,E02004325,E06000047,E12000001,-1.3251,54.7723,1677
E01020766,E02004327,E06000047,E12000001,-1.3212,54.7635,1361
E01020767,E02004327,E06000047,E12000001,-1.3131,54.7621,1651
E01020768,E02004327,E06000047,E12000001,-1.3066,54.7592,1459
E01020769,E02004329,E06000047,E12000001,-1.3569,54.7542,1149
E01020770,E02004328,E06000047,E12000001,-1.3494,54.7556,1148
E01020771,E02004328,E06000047,E12000001,-1.355,54.76,1056
E01020772,E02004332,E06000047,E12000001,-1.3328,54.7311,2024
E01020773,E02004322,E06000047,E12000001,-1.3807,54.8217,1553
E01020775,E02004322,E06000047,E12000001,-1.3949,54.8196,1661
E01020776,E02004323,E06000047,E12000001,-1.4031,54.8178,1765
E01020777,E02004329,E06000047,E12000001,-1.3459,54.7522,1470
E01020778,E02004329,E06000047,E12000001,-1.3423,54.748,1283
E01020779,E02004329,E06000047,E12000001,-1.3575,54.7465,1559
E01020780,E02004328,E06000047,E12000001,-1.3428,54.7608,1274
E01020782,E02004321,E06000047,E12000001,-1.3436,54.8406,1234
E01020783,E02004321,E06000047,E12000001,-1.3529,54.8407,1230
E01020784,E02004321,E06000047,E12000001,-1.335,54.8371,1523
E01020786,E02004320,E06000047,E12000001,-1.3745,54.8436,1537
E01020787,E02004320,E06000047,E12000001,-1.3705,54.8351,1854
E01020788,E02004331,E06000047,E12000001,-1.4148,54.7446,1425
E01020789,E02004331,E06000047,E12000001,-1.4405,54.7478,1734
E01020790,E02004331,E06000047,E12000001,-1.4216,54.7411,1400
E01020791,E02004331,E06000047,E12000001,-1.4381,54.7519,1250
E01020792,E02004331,E06000047,E12000001,-1.408,54.7201,1509
E01020793,E02004332,E06000047,E12000001,-1.3818,54.7341,1613
E01020794,E02004332,E06000047,E12000001,-1.3761,54.7353,2083
E01020795,E02004332,E06000047,E12000001,-1.3722,54.7221,1766
E01020796,E02004339,E06000047,E12000001,-1.4893,54.6783,1251
E01020797,E02004336,E06000047,E12000001,-1.5165,54.7012,2457
E01020798,E02004336,E06000047,E12000001,-1.5414,54.6887,1426
E01020799,E02004336,E06000047,E12000001,-1.5497,54.6876,1421
E01020801,E02004340,E06000047,E12000001,-1.6514,54.6295,1473
E01020802,E02004340,E06000047,E12000001,-1.6457,54.6254,1766
E01020805,E02004338,E06000047,E12000001,-1.5544,54.6615,1921
E01020806,E02004335,E06000047,E12000001,-1.557,54.6851,1502
E01020807,E02004335,E06000047,E12000001,-1.5624,54.6873,1269
E01020808,E02004336,E06000047,E12000001,-1.5516,54.6901,1312
E01020809,E02004334,E06000047,E12000001,-1.4305,54.6972,1366
E01020810,E02004334,E06000047,E12000001,-1.4385,54.6837,1189
E01020811,E02004334,E06000047,E12000001,-1.4342,54.6803,1199
E01020812,E02004334,E06000047,E12000001,-1.4289,54.7007,1409
E01020813,E02004341,E06000047,E12000001,-1.5953,54.6273,1198
E01020814,E02004341,E06000047,E12000001,-1.5874,54.6267,1300
E01020815,E02004341,E06000047,E12000001,-1.6015,54.6236,1429
E01020816,E02004342,E06000047,E12000001,-1.5948,54.6214,1238
E01020817,E02004333,E06000047,E12000001,-1.6038,54.708,1158
E01020818,E02004333,E06000047,E12000001,-1.5942,54.7041,1413
E01020819,E02004333,E06000047,E12000001,-1.602,54.7033,1018
E01020820,E02004335,E06000047,E12000001,-1.5917,54.6996,1961
E01020821,E02004337,E06000047,E12000001,-1.6231,54.6918,2209
E01020822,E02004337,E06000047,E12000001,-1.5986,54.6799,2203
E01020823,E02004337,E06000047,E12000001,-1.6167,54.6898,1840
E01020824,E02004344,E06000047,E12000001,-1.5753,54.6148,1418
E01020825,E02004343,E06000047,E12000001,-1.5643,54.6162,1748
E01020826,E02004344,E06000047,E12000001,-1.5616,54.6009,1591
E01020827,E02004334,E06000047,E12000001,-1.4235,54.7141,1806
E01020828,E02004339,E06000047,E12000001,-1.4513,54.6492,1775
E01020829,E02004339,E06000047,E12000001,-1.4527,54.659,2337
E01020830,E02004339,E06000047,E12000001,-1.4465,54.6534,1929
E01020831,E02004343,E06000047,E12000001,-1.5644,54.6233,1373
E01020832,E02004344,E06000047,E12000001,-1.5739,54.6224,1394
E01020833,E02004343,E06000047,E12000001,-1.5578,54.624,1271
E01020834,E02004343,E06000047,E12000001,-1.5607,54.6194,1208
E01020835,E02004337,E06000047,E12000001,-1.6057,54.6952,1518
E01020837,E02004333,E06000047,E12000001,-1.6104,54.7056,1550
E01020838,E02004340,E06000047,E12000001,-1.6493,54.6359,1741
E01020839,E02004340,E06000047,E12000001,-1.6448,54.6338,1524
E01020840,E02004340,E06000047,E12000001,-1.6329,54.6274,2200
E01020841,E02004340,E06000047,E12000001,-1.6371,54.6313,1746
E01020843,E02004333,E06000047,E12000001,-1.5882,54.7123,1530
E01020844,E02004342,E06000047,E12000001,-1.5881,54.6191,1556
E01020845,E02004344,E06000047,E12000001,-1.5793,54.6192,1383
E01020846,E02004344,E06000047,E12000001,-1.5985,54.6107,1226
E01020847,E02004342,E06000047,E12000001,-1.581,54.6251,1429
E01020848,E02004341,E06000047,E12000001,-1.5689,54.6299,1156
E01020849,E02004342,E06000047,E12000001,-1.5761,54.629,1300
E01020850,E02004341,E06000047,E12000001,-1.5806,54.634,2455
E01020851,E02004341,E06000047,E12000001,-1.5638,54.6336,1363
E01020852,E02007022,E06000047,E12000001,-1.9169,54.5444,1626
E01020853,E02007022,E06000047,E12000001,-1.9123,54.5484,1799
E01020854,E02007022,E06000047,E12000001,-1.9292,54.5421,2631
E01020855,E02007022,E06000047,E12000001,-1.9213,54.5499,1181
E01020856,E02004345,E06000047,E12000001,-1.8083,54.613,1508
E01020857,E02007022,E06000047,E12000001,-1.9812,54.5725,1465
E01020858,E02004345,E06000047,E12000001,-1.7511,54.6504,1022
E01020859,E02004345,E06000047,E12000001,-1.7458,54.6481,1217
E01020860,E02004345,E06000047,E12000001,-1.762,54.6206,1048
E01020861,E02004345,E06000047,E12000001,-1.7657,54.6244,1186
E01020862,E02004345,E06000047,E12000001,-1.7374,54.5497,2352
E01020863,E02007022,E06000047,E12000001,-1.9226,54.5129,1341
E01020864,E02004345,E06000047,E12000001,-1.8469,54.632,2131
E01020867,E02004345,E06000047,E12000001,-1.8097,54.5786,2105
E01020868,E02004352,E06000047,E12000001,-1.6695,54.6598,2174
E01020869,E02004352,E06000047,E12000001,-1.6823,54.6644,1360
E01020870,E02004353,E06000047,E12000001,-1.6901,54.6544,1256
E01020871,E02004353,E06000047,E12000001,-1.6805,54.6521,1410
E01020872,E02004353,E06000047,E12000001,-1.6807,54.6595,1732
E01020873,E02004351,E06000047,E12000001,-1.624,54.6637,1361
E01020874,E02004352,E06000047,E12000001,-1.632,54.6614,1667
E01020875,E02004351,E06000047,E12000001,-1.6418,54.6711,1332
E01020876,E02004349,E06000047,E12000001,-1.7532,54.7196,1745
E01020877,E02004350,E06000047,E12000001,-1.7458,54.7154,1487
E01020878,E02004349,E06000047,E12000001,-1.7549,54.7148,1796
E01020879,E02004350,E06000047,E12000001,-1.7581,54.71,2195
E01020880,E02004352,E06000047,E12000001,-1.6482,54.6475,1643
E01020881,E02004352,E06000047,E12000001,-1.6614,54.6519,1544
E01020882,E02004354,E06000047,E12000001,-1.7189,54.6615,1463
E01020883,E02004353,E06000047,E12000001,-1.7021,54.6534,1575
E01020884,E02004355,E06000047,E12000001,-1.6774,54.6479,1294
E01020885,E02004355,E06000047,E12000001,-1.6723,54.6514,1152
E01020886,E02004353,E06000047,E12000001,-1.6748,54.6552,1269
E01020887,E02004349,E06000047,E12000001,-1.7522,54.6969,2028
E01020888,E02004354,E06000047,E12000001,-1.7103,54.6906,1903
E01020889,E02004348,E06000047,E12000001,-2.1842,54.7403,1549
E01020890,E02004348,E06000047,E12000001,-2.0015,54.7442,1628
E01020891,E02004348,E06000047,E12000001,-2.0133,54.7523,1609
E01020892,E02004349,E06000047,E12000001,-1.8164,54.7467,1079
E01020893,E02004350,E06000047,E12000001,-1.7489,54.7334,1924
E01020894,E02004349,E06000047,E12000001,-1.8137,54.7455,1200
E01020895,E02004354,E06000047,E12000001,-1.7164,54.6327,1547
E01020896,E02004354,E06000047,E12000001,-1.728,54.63,1370
E01020898,E02004349,E06000047,E12000001,-1.7396,54.7097,1562
E01020899,E02004350,E06000047,E12000001,-1.7351,54.7126,1375
E01020900,E02004351,E06000047,E12000001,-1.6806,54.7107,1632
E01020901,E02004351,E06000047,E12000001,-1.6916,54.7092,1378
E01020902,E02004351,E06000047,E12000001,-1.6986,54.7047,1485
E01020903,E02004350,E06000047,E12000001,-1.687,54.7176,1086
E01020904,E02004350,E06000047,E12000001,-1.699,54.7112,1771
E01020905,E02004348,E06000047,E12000001,-1.88,54.7316,1462
E01020906,E02004348,E06000047,E12000001,-1.8738,54.7248,1633
E01020907,E02004355,E06000047,E12000001,-1.6847,54.6457,1525
E01020908,E02004355,E06000047,E12000001,-1.6961,54.6471,1371
E01020909,E02004355,E06000047,E12000001,-1.6902,54.645,1673
E01020910,E02004365,E07000061,E12000008,0.2961,50.7735,2063
E01020911,E02004365,E07000061,E12000008,0.2894,50.7695,2374
E01020912,E02004365,E07000061,E12000008,0.2927,50.7699,2325
E01020913,E02006857,E07000061,E12000008,0.3065,50.7823,2357
E01020914,E02004362,E07000061,E12000008,0.2929,50.7759,1948
E01020915,E02004362,E07000061,E12000008,0.301,50.7777,1703
E01020916,E02004365,E07000061,E12000008,0.2902,50.7732,1867
E01020917,E02004357,E07000061,E12000008,0.2724,50.8055,1461
E01020918,E02004357,E07000061,E12000008,0.2789,50.8048,1660
E01020919,E02004357,E07000061,E12000008,0.2797,50.8015,1609
E01020920,E02004359,E07000061,E12000008,0.2853,50.8007,1542
E01020921,E02004359,E07000061,E12000008,0.2721,50.7996,1445
E01020922,E02004359,E07000061,E12000008,0.279,50.7974,1440
E01020923,E02004357,E07000061,E12000008,0.269,50.8079,1361
E01020924,E02004356,E07000061,E12000008,0.2991,50.8098,1374
E01020925,E02004356,E07000061,E12000008,0.2965,50.8074,1548
E01020926,E02004358,E07000061,E12000008,0.3111,50.8068,1423
E01020927,E02004356,E07000061,E12000008,0.2922,50.808,1429
E01020928,E02004356,E07000061,E12000008,0.3017,50.8028,1579
E01020929,E02004358,E07000061,E12000008,0.3084,50.8014,1747
E01020930,E02004356,E07000061,E12000008,0.2897,50.8119,1346
E01020931,E02004367,E07000061,E12000008,0.2711,50.7598,1724
E01020932,E02004367,E07000061,E12000008,0.275,50.762,1311
E01020935,E02004366,E07000061,E12000008,0.2816,50.7666,2119
E01020936,E02004366,E07000061,E12000008,0.2865,50.7648,1668
